,"SegmentID","OldID","Longitude","Latitude","District","Upazila","RefLevel","ParaHeight","StartYear","EndYear"
1632,"BO032_2","BO032",89.01,25.23,"Joypurhat","Panchbibi",25.67,0.38,2012,2018
1633,"MY090_0","MY090",90.65,24.45,"Kishoreganj","Hossainpur",12.2,0.46,1975,1982
1634,"SY049_1_1","SY049",91.81,24.96,"Sylhet","Kotwali",9.99,0.46,1987,1993
1635,"DH124_2_1","DH124",90.37,23.74,"Dhaka","Dhanmondi",16,0.46,2012,2018
1636,"SY086_1","SY086",92.01,24.86,"Sylhet","Golabganj",16.02,0.38,1976,1982
1637,"PA020_2","PA020",89.56,23.86,"Pabna","Sujanagar",11.32,0.45,2003,2009
1638,"FS05_2_1","FS05",89.62,23.46,"Faridpur","Boalmari",10,0.07,2012,2019
1639,"CT028_1","CT028",92.01,22.29,"Chittagong","Patiya",8.12,0.23,1992,1998
1640,"SY060_0","SY060",92.05,25.05,"Sylhet","Gowainghat",17.26,0.46,1979,1985
1641,"SY053_1","SY053",92.05,24.79,"Sylhet","Golabganj",22.04,0.46,1965,1971
1642,"DH122_2","DH122",90.28,24.13,"Gazipur","Kaliakair",16.09,0.45,2008,2014
1643,"BO006_2","BO006",89.26,24.98,"Bogra","Shibganj",19.91,0.53,2012,2018
1644,"BO035_0","BO035",89.38,24.68,"Bogra","Sherpur",15.77,0.45,1981,1986
1645,"DH112_1_0","DH112",90.43,23.75,"Dhaka","Sabujbagh",7.27,0.6,1978,1984
1646,"FA029_1_1","FA029",90.07,23.11,"Gopalganj","Kotalipara",5.09,0.55,1983,1989
1647,"FA043_0","FA043",89.73,23.42,"Faridpur","Boalmari",9.1,0.73,1979,1984
1648,"RJ116_1","RJ116",88.8,24.28,"Rajshahi","Charghat",14.27,0.35,1977,1982
1649,"CT048_1","CT048",91.69,22.52,"Chittagong","Sitakunda",4.56,0.51,1980,1985
1650,"DH101_1_2","DH101",90.74,24.15,"Narsingdi","Manohardi",5.94,0.46,2000,2006
1651,"BA007_1","BA007",90.19,22.63,"Jhalokati","Jhalokati Sadar",2.09,0.41,1997,2003
1652,"KH008_1","KH008",89.25,22.75,"Satkhira","Tala",3.61,0.46,1985,1990
1653,"DI001_0","DI001",88.456,26.527,"Panchagarh","Tentulia",89.78,0.32,1998,2003
1654,"JE042_1","JE042",89.35,23.48,"Magura","Sreepur",10.24,0.48,1978,1983
1655,"DH090_2_0","DH090",90.05,23.78,"Manikganj","Manikganj Sadar",8.5,0.53,1983,1988
1656,"TA029_0","TA029",90.05,24.36,"Tangail","Kalihati",15.96,0.41,1979,1984
1657,"MY032_0","MY032",90.6,24.79,"Mymensingh","Gauripur",11.41,0.46,1971,1974
1658,"SY055_0","SY055",91.93,24.86,"Sylhet","Kotwali",29.88,0.33,1965,1999
1659,"SY055_1","SY055",91.93,24.86,"Sylhet","Kotwali",29.88,0.33,1999,2019
1660,"MY074","MY074",91.12,24.69,"Netrakona","Khaliajuri",26.21,0.46,1976,2017
1661,"NA015","NA015",91.13,22.73,"Noakhali","Noakhali Sadar (Sudharam)",29.88,0.46,1977,2010
1662,"DH124S","DH124S",90.421,23.747,"Dhaka","Motijheel",29.87,0.6,1979,1989
