,"SegmentID","OldID","Longitude","Latitude","District","Upazila","RefLevel","ParaHeight","StartYear","EndYear"
581,"RJ069_1","RJ069",88.88,24.49,"Rajshahi","Puthia",15.08,0.36,1982,2018
582,"RA-80","RA-80",89.35,25.19,"Gaibandha","Gobindaganj",24.13,0.3,1980,2016
583,"FA014_1","FA014",89.39,23.87,"Rajbari","Pangsha",10.62,0.46,1982,2019
584,"DI091","DI091",89.01,25.33,"Dinajpur","Hakimpur",25.35,0.3,1982,2018
585,"JE046","JE046",89.65,23.1,"Narail","Lohagara",8.41,0.46,1978,2014
586,"TA035","TA035",89.84,24.28,"Tangail","Tangail Sadar",12.62,0.6,1981,2017
587,"JE001_1","JE001",89.27,23.2,"Jessore","Kotwali",8.29,0.46,1983,2018
588,"JA012_0","JA012",90.19,24.99,"Sherpur","Nakla",18,0.46,1976,2012
589,"MY085_0","MY085",90.45,24.43,"Mymensingh","Bhaluka",16.64,0.51,1976,2012
590,"JE018_1","JE018",89.17,23.24,"Jessore","Kotwali",8.6,0.6,1975,2010
591,"JE021_2","JE021",89.39,23.59,"Magura","Sreepur",10.08,0.45,1982,2017
592,"FA013_1","FA013",89.99,22.94,"Gopalganj","Kotalipara",3.46,0.3,1983,2019
593,"JE005_1","JE005",89.25,23.69,"Jhenaidah","Shailkupa",8.6,0.46,1983,2018
594,"KH010_2","KH010",89.09,22.84,"Satkhira","Kalaroa",6.48,0.46,1982,2017
595,"KTS007_1","KTS007",89.2,23.84,"Kushtia","Kumarkhali",13.16,0.38,1977,2012
596,"KT013_1","KT013",88.66,23.68,"Meherpur","Meherpur Sadar",15.27,0.46,1983,2018
597,"KT012_0","KT012",88.63,23.63,"Meherpur","Meherpur Sadar",15.22,0.46,1975,2010
598,"SY027_1","SY027",91.91,24.4,"Maulvibazar","Kamalganj",19.94,0.68,1984,2018
599,"CM003_1","CM003",91.05,23.51,"Comilla","Burichang",6.59,0.46,1973,2007
600,"DH098_2","DH098",89.98,23.98,"Manikganj","Saturia",11.6,0.46,1984,2018
601,"RA-39_1","RA-39",89.57,25.41,"Gaibandha","Gaibandha Sadar",21.69,0.4,1983,2018
602,"SY012_1","SY012",91.66,24.33,"Maulvibazar","Sreemangal",12,0.3,1966,2001
603,"MY048_1","MY048",90.75,24.53,"Mymensingh","Nandail",9.27,0.23,1976,2011
604,"CT047","CT047",91.83,22.4,"Chittagong","Panchlaish",8.92,0.46,1980,2014
605,"NA007","NA007",90.72,23.01,"Lakshmipur","Roypur",5.06,0.46,1975,2009
606,"CT023_1","CT023",92.03,22.27,"Chittagong","Patiya",6.59,0.38,1984,2019
607,"SY066_2","SY066",92.03,25.11,"Sylhet","Gowainghat",12.17,0.61,1975,2009
608,"SY011_1","SY011",91.72,24.29,"Maulvibazar","Sreemangal",18.76,0.46,1984,2018
609,"CM020_1","CM020",90.83,23.44,"Chandpur","Kachua",6.48,0.46,1974,2009
610,"MY021_1","MY021",90.34,25.13,"Mymensingh","Haluaghat",14.25,0.59,1983,2018
611,"CT004_1","CT004",92.09,21.25,"Cox'Sbazar","Ukhia",5.66,0.62,1967,2001
612,"TA029_1","TA029",90.05,24.36,"Tangail","Kalihati",15.96,0.41,1984,2018
613,"KT019_1","KT019",88.78,24.02,"Kushtia","Daulatpur",18.16,0.66,1976,2010
614,"KH013_0","KH013",89.58,22.79,"Khulna","Khulna Sadar",3.8,0.46,1978,2012
615,"JA009_0","JA009",89.97,25.15,"Sherpur","Sreebardi",20.34,0.46,1974,2008
616,"PA013_1","PA013",89.74,24.36,"Sirajganj","Belkuchi",10.9,0.45,1967,2001
617,"MY053_2","MY053",90.68,25.15,"Netrakona","Durgapur",13.16,0.51,1984,2018
618,"PA028_0","PA028",89.34,24.31,"Pabna","Chatmohar",4.18,0.45,1973,2006
619,"KH009_1","KH009",89.1,22.73,"Satkhira","Satkhira Sadar",3.7,0.46,1985,2018
620,"RA-06_1","RA-06",88.95,26.23,"Nilphamari","Dimla",57.06,0.53,1984,2018
621,"KT015","KT015",88.9,24,"Kushtia","Daulatpur",17.48,0.46,1976,2009
622,"FA043_1","FA043",89.73,23.42,"Faridpur","Boalmari",9.1,0.73,1984,2018
623,"JE055_1","JE055",88.93,23.08,"Jessore","Sharsha",5.69,0.46,1985,2018
624,"MY025_1","MY025",90.41,24.61,"Mymensingh","Trishal",14.23,0.46,1984,2018
625,"PA040_2","PA040",89.64,23.87,"Pabna","Bera",10.43,0.43,1984,2018
626,"CT024","CT024",91.88,22.22,"Chittagong","Anowara",5.97,0.38,1976,2010
627,"KT030_2","KT030",89.14,23.84,"Kushtia","Kushtia Sadar",12.59,0.46,1982,2015
628,"KT028_0","KT028",88.65,23.83,"Meherpur","Meherpur Sadar",15.42,0.45,1976,2010
629,"KT027_0","KT027",88.78,23.65,"Chuadanga","Damurhuda",13.21,0.46,1976,2009
630,"RJ053_1","RJ053",88.87,25.07,"Naogaon","Dhamoirhat",24.24,0.45,1966,1999
631,"DH073_1","DH073",90.31,23.87,"Dhaka","Savar",9.67,0.46,1985,2019
632,"SY061_2_1","SY061",92.16,25.08,"Sylhet","Jaintiapur",8.1,0.61,1985,2019
633,"JES04_1","JES04",89.47,23.07,"Narail","Narailsadar",4.26,0.46,1979,2012
634,"DIS08","DIS08",88.45,26.34,"Panchagarh","Atwari",69.4,0.41,1985,2018
635,"JES11","JES11",89.6,23.4,"Magura","Mohammadpur",7.92,0.31,1979,2012
636,"DIS02","DIS02",88.32,26.15,"Thakurgaon","Baliadangi",51.66,0.46,1985,2018
637,"DIS03","DIS03",88.14,25.88,"Thakurgaon","Haripur",34.12,0.27,1985,2018
638,"DIS07","DIS07",88.48,25.86,"Dinajpur","Bochaganj",40.04,0.53,1985,2018
639,"DIS05","DIS05",88.54,25.59,"Dinajpur","Biral",37.12,0.31,1985,2018
640,"NA002_1","NA002",91.5,23.03,"Feni","Chhagalnaiya",9.2,0.46,1973,2006
641,"PA017_2","PA017",89.66,24.69,"Sirajganj","Kazipur",16.23,0.45,1985,2018
642,"DIS04","DIS04",88.32,25.79,"Thakurgaon","Pirganj",40.51,0.46,1985,2018
643,"CM031_1","CM031",91.17,23.31,"Comilla","Laksam",7.61,0.38,1976,2009
644,"RJ044_1","RJ044",88.38,24.71,"Nawabganj","Nachole",42.35,0.45,1983,2017
645,"TA004_1","TA004",90.04,24.65,"Tangail","Madhupur",12.91,0.76,1985,2019
646,"JES12_1","JES12",89.41,23.06,"Jessore","Abhaynagar",6,0.66,1979,2012
647,"JES08","JES08",89.54,23.5,"Magura","Mohammadpur",7.23,0.33,1979,2012
648,"BA001_1","BA001",90.36,22.71,"Barisal","Barisal Sadar (Kotwali)",4.26,0.3,1985,2018
649,"FA053_1","FA053",89.9,22.85,"Gopalganj","Tungipara",5.81,0.61,1979,2012
650,"FA031_0","FA031",90.03,23.2,"Madaripur","Rajoir",5.82,0.53,1977,2010
651,"SY045_2_1","SY045",92.16,24.7,"Maulvibazar","Barlekha",12.69,0.61,1985,2019
652,"RJ078_0","RJ078",88.22,24.68,"Nawabganj","Shibganj",23.57,0.3,1966,1999
653,"SY083_1","SY083",91.82,24.73,"Sylhet","Balaganj",10.3,0.46,1976,2009
654,"FA004_1","FA004",89.62,23.74,"Rajbari","Rajbari Sadar",11.43,0.2,1986,2019
655,"JE048_1","JE048",89.32,23.6,"Jhenaidah","Shailkupa",10.68,0.46,1978,2011
656,"CM055_1","CM055",91.02,23.54,"Comilla","Debidwar",7.42,0.61,1977,2010
657,"SY093","SY093",91.24,25,"Sunamganj","Jamalganj",8.19,0.38,1976,2009
658,"JE044_1","JE044",89.36,23.48,"Magura","Sreepur",9.73,0.46,1978,2011
659,"PA008_1","PA008",89.51,23.88,"Pabna","Sujanagar",11.82,0.45,1984,2017
660,"MY055_1","MY055",90.22,24.73,"Mymensingh","Muktagachha",13.94,0.46,1986,2019
661,"KT049_1","KT049",88.98,24.01,"Kushtia","Bheramara",13.65,0.46,1977,2010
662,"DH059_1","DH059",90.74,24.2,"Narsingdi","Manohardi",8.74,0.61,1986,2019
663,"KT046","KT046",88.8,23.74,"Chuadanga","Alamdanga",12.12,0.61,1977,2010
664,"SY010_1","SY010",91.9,24.31,"Maulvibazar","Kamalganj",32.77,0.46,1985,2017
665,"KT031_0","KT031",89,23.89,"Kushtia","Mirpur",13.32,0.46,1976,2009
666,"DH115_1","DH115",90.31,23.92,"Dhaka","Savar",10.47,0.3,1979,2011
667,"DIS06","DIS06",88.5,25.79,"Dinajpur","Bochaganj",41.38,0.38,1985,2017
668,"CT020_1","CT020",91.7,22.86,"Chittagong","Fatikchhari",26.48,0.46,1986,2019
669,"DIS01","DIS01",88.48,26.24,"Panchagarh","Atwari",70.87,0.31,1985,2017
670,"JE040_1","JE040",89.14,23.69,"Jhenaidah","Shailkupa",9.92,0.48,1977,2009
671,"DI033_1","DI033",88.72,26.27,"Panchagarh","Debiganj",63.22,0.4,1986,2018
672,"CM007_0","CM007",91.06,23.4,"Comilla","Barura",6.44,0.46,1973,2006
673,"FA007_1","FA007",89.41,23.77,"Rajbari","Pangsha",12.69,0.45,1986,2018
674,"RA-25_2","RA-25",89.06,26.39,"Lalmonirhat","Patgram",55.73,0.4,1984,2017
675,"PA018_1","PA018",89.33,24.11,"Pabna","Atgharia",13.52,0.45,1986,2018
676,"FA008_1","FA008",89.4,23.73,"Rajbari","Pangsha",13.51,0.46,1986,2019
677,"SY008_1","SY008",91.73,24.21,"Maulvibazar","Sreemangal",9.35,0.36,1986,2019
678,"JE038","JE038",89.24,22.89,"Jessore","Keshabpur",5.3,0.38,1977,2010
679,"DH064_1","DH064",90.37,23.44,"Munshiganj","Lohajang",6.62,0.61,1975,2007
680,"RJ090_2","RJ090",89.14,24.47,"Natore","Singra",13.85,0.4,1986,2018
681,"KH003_1","KH003",89.7,22.77,"Bagerhat","Fakirhat",3.4,0.45,1986,2018
682,"NA027_1","NA027",91.11,22.37,"Noakhali","Hatiya",2.95,0.61,1979,2011
683,"CT039_1","CT039",91.71,22.76,"Chittagong","Fatikchhari",10.22,0.53,1986,2018
684,"KT036_2","KT036",88.89,23.6,"Chuadanga","Chuadanga Sadar",14.13,0.46,1986,2018
685,"MY056_1","MY056",90.46,24.58,"Mymensingh","Trishal",14.06,0.46,1986,2018
686,"RJ077_1","RJ077",88.16,24.56,"Nawabganj","Nawabganj Sadar",22.24,0.46,1986,2018
687,"SY003_1","SY003",91.56,24.15,"Habiganj","Chunarughat",10.44,0.6,1986,2019
688,"RJ116_2","RJ116",88.8,24.28,"Rajshahi","Charghat",14.27,0.35,1986,2018
689,"KH019_0","KH019",89.04,22.87,"Satkhira","Kalaroa",6.01,0.46,1979,2011
690,"FA048_1","FA048",89.46,23.72,"Rajbari","Pangsha",10.23,0.61,1979,2011
691,"RJ109_0","RJ109",88.27,24.59,"Nawabganj","Nawabganj Sadar",22,0.35,1977,2009
692,"TA037_1","TA037",89.97,24.31,"Tangail","Kalihati",14,0.46,1980,2012
693,"DH121_2","DH121",90.75,24.1,"Narsingdi","Manohardi",9.21,0.46,1987,2019
694,"KT020_1","KT020",88.79,23.98,"Kushtia","Daulatpur",17.85,0.46,1987,2018
695,"SY017_1","SY017",91.71,24.25,"Maulvibazar","Sreemangal",14.03,0.31,1965,1997
696,"DH074_1","DH074",90.74,24.04,"Narsingdi","Shibpur",9,0.61,1977,2008
697,"MY051_1","MY051",91.03,24.82,"Netrakona","Mohanganj",9.32,0.46,1987,2019
698,"PA031_1","PA031",89.04,24.12,"Pabna","Ishwardi",16.32,0.45,1987,2018
699,"JE011_1","JE011",89.52,23.08,"Narail","Narailsadar",5.99,0.46,1987,2018
700,"SY013_1","SY013",91.75,24.32,"Maulvibazar","Sreemangal",11.51,0.6,1987,2019
701,"BO035_1","BO035",89.38,24.68,"Bogra","Sherpur",15.77,0.45,1987,2018
702,"PA001_1","PA001",89.23,24.08,"Pabna","Pabna Sadar",11.69,0.45,1987,2018
703,"JE015_1","JE015",89.4,23.51,"Magura","Magura Sadar",9.97,0.46,1987,2018
704,"KH004_1","KH004",89.46,22.98,"Khulna","Phultala",4.35,0.46,1987,2018
705,"RA-02_1","RA-02",89.08,26.35,"Lalmonirhat","Patgram",62,0.38,1987,2018
706,"PA052_1","PA052",89.3,24.22,"Pabna","Chatmohar",11.5,0.45,1987,2018
707,"MY028_2","MY028",91.16,24.31,"Kishoreganj","Austagram",8,0.46,1980,2011
708,"NA026_1","NA026",91.2,22.6,"Noakhali","Noakhali Sadar (Sudharam)",5.07,0.4,1979,2010
709,"CT038_0","CT038",91.8,22.24,"Chittagong","Doublemooring",4.12,0.61,1979,2010
710,"SY078","SY078",91.4,24.47,"Habiganj","Baniachong",9.62,0.51,1975,2006
711,"CM041_1","CM041",90.66,23.15,"Chandpur","Chandpursadar",10.47,0.61,1977,2008
712,"DI039_1","DI039",88.6,25.82,"Dinajpur","Kaharole",42.56,0.48,1986,2017
713,"SY043_1","SY043",91.91,24.62,"Maulvibazar","Rajnagar",25,0.35,1966,1997
714,"SY091","SY091",91.41,24.98,"Sunamganj","Sunamganj Sadar",9,0.46,1976,2007
715,"JE023_1","JE023",89.15,23.39,"Jhenaidah","Kaliganj",7.93,0.46,1987,2018
716,"MY064_1","MY064",90.74,24.54,"Mymensingh","Nandail",10.75,0.46,1987,2018
717,"CT031_1","CT031",92.22,21.02,"Cox'Sbazar","Teknaf",7.92,0.61,1986,2017
718,"KT001_1","KT001",89.07,23.85,"Kushtia","Kushtia Sadar",13.18,0.46,1987,2017
719,"CM062_1","CM062",90.68,23.41,"Chandpur","Matlab",5.69,0.3,1988,2018
720,"JE058_1","JE058",89.25,23.68,"Jhenaidah","Shailkupa",10.25,0.46,1981,2012
721,"DI026_0","DI026",88.51,26.34,"Panchagarh","Boda",77.15,0.47,1966,1996
722,"MY065_1","MY065",91.1,24.59,"Kishoreganj","Itna",7.5,0.46,1976,2007
723,"JE043_2","JE043",89.36,23.47,"Magura","Sreepur",9.76,0.46,1986,2017
724,"SY021_1","SY021",92.07,24.46,"Maulvibazar","Kulaura",7.37,0.15,1988,2019
725,"RJ076_1","RJ076",88.19,24.84,"Nawabganj","Shibganj",24.83,0.38,1966,1997
726,"MY090_2","MY090",90.65,24.45,"Kishoreganj","Hossainpur",12.2,0.46,1988,2018
727,"MY046_2_0","MY046",90.64,24.75,"Mymensingh","Gauripur",12.54,0.46,1985,2015
728,"DH071_0","DH071",90.42,23.93,"Gazipur","Gazipur Sadar",8.27,0.46,1979,2009
729,"DI045_0","DI045",88.68,25.81,"Dinajpur","Kaharole",40.02,0.45,1967,1997
730,"PA020_1","PA020",89.56,23.86,"Pabna","Sujanagar",11.32,0.45,1973,2003
731,"NA024_2_0","NA024",91.14,22.22,"Noakhali","Hatiya",2.95,0.61,1985,2015
732,"KTS011_1_0","KTS011",89.19,23.92,"Kushtia","Kumarkhali",12.1,0.36,1977,2007
733,"DH086_1","DH086",90.47,23.44,"Munshiganj","Tongibari",6.21,0.45,1977,2007
734,"MY083_1","MY083",90.96,24.81,"Netrakona","Mohanganj",10.96,0.53,1977,2007
735,"SY058_1","SY058",92.07,24.99,"Sylhet","Gowainghat",14.14,0.46,1988,2018
736,"CT033_1_0","CT033",92.1,21.42,"Cox'Sbazar","Ramu",6.57,0.76,1978,2008
737,"NA022_0","NA022",91.06,23.03,"Noakhali","Begumganj",3.63,0.61,1978,2008
738,"DH111_2","DH111",90.36,23.76,"Dhaka","Mohammadpur",10,0.22,1983,2013
739,"SY111","SY111",91.89,24.91,"Sylhet","Kotwali",13.33,0.46,1981,2010
740,"DH097_1","DH097",90.64,23.51,"Munshiganj","Gazaria",1,0.46,1989,2019
741,"FA058_2","FA058",89.86,23.15,"Gopalganj","Kashiani",5.49,0.46,1989,2018
742,"SY112_1","SY112",91.73,24.47,"Maulvibazar","Maulvi Bazar Sadar",10.79,0.4,1981,2010
743,"TA020_1","TA020",90.11,24.46,"Tangail","Ghatail",11.91,0.3,1979,2008
744,"RJ074_1","RJ074",88.3,24.68,"Nawabganj","Nawabganj Sadar",22.01,0.45,1989,2018
745,"JA022_2","JA022",89.72,25.03,"Jamalpur","Islampur",20.06,0.43,1988,2017
746,"CM030_1","CM030",91.26,23.33,"Comilla","Chauddagram",7.69,0.41,1976,2006
747,"BO015_0","BO015",89.22,24.71,"Bogra","Nandigram",14.26,0.38,1973,2002
748,"CT011_1","CT011",92,22.09,"Chittagong","Satkania",14.99,0.26,1989,2019
749,"PAS07_1","PAS07",89.08,24.09,"Pabna","Ishwardi",15.02,0.46,1978,2007
750,"KTS012_1_0","KTS012",89.13,23.78,"Kushtia","Kushtia Sadar",13.84,0.38,1978,2007
751,"KTS004_1","KTS004",88.99,23.81,"Kushtia","Mirpur",14.35,0.33,1977,2006
752,"PAS08_1","PAS08",89.25,24.22,"Pabna","Chatmohar",12,0.45,1978,2007
753,"BO020_1","BO020",89.6,24.89,"Bogra","Sariakandi",15.75,0.45,1988,2017
754,"PA039_1","PA039",89.64,23.92,"Pabna","Bera",10.75,0.38,1989,2018
755,"FA042_1","FA042",89.51,23.64,"Rajbari","Baliakandi",10,0.62,1989,2019
756,"NA005_1","NA005",91.3,22.98,"Feni","Daganbhuiyan",6.56,0.53,1973,2002
757,"BO027_1","BO027",89.45,24.66,"Bogra","Sherpur",15.91,0.45,1989,2018
758,"PAS10_1","PAS10",89.68,23.93,"Pabna","Bera",10.77,0.45,1978,2007
759,"SY069_1_0","SY069",92.43,24.95,"Sylhet","Zakiganj",15.05,0.46,1975,2004
760,"JE025_1","JE025",89.46,23.56,"Magura","Sreepur",8.76,0.46,1986,2015
761,"RJ064_0","RJ064",88.76,24.78,"Naogaon","Manda",17.38,0.45,1966,1995
762,"FS06_2","FS06",89.69,23.39,"Faridpur","Boalmari",8.17,0.62,1990,2019
763,"SY090_1_0","SY090",91.6,24.93,"Sunamganj","Chhatak",11.2,0.3,1976,2005
764,"MY001_1","MY001",90.43,24.9,"Mymensingh","Phulpur",13.63,0.46,1990,2018
765,"JA010_1","JA010",89.91,24.85,"Jamalpur","Jamalpur Sadar",21,0.46,1990,2018
766,"MY023_1","MY023",90.27,24.61,"Mymensingh","Fulbaria",14,0.46,1990,2018
767,"DI084_2","DI084",88.63,25.54,"Dinajpur","Dinajpur Sadar",36.6,0.45,1988,2017
768,"CM032_2","CM032",90.83,23.35,"Chandpur","Kachua",5.52,0.46,1990,2019
769,"MY040_1","MY040",91.14,24.74,"Netrakona","Khaliajuri",7.82,0.55,1974,2003
770,"DI046_2_1","DI046",88.56,25.85,"Dinajpur","Kaharole",45.08,0.46,1989,2017
771,"DI010_1","DI010",88.64,26.25,"Panchagarh","Boda",65.6,0.45,1990,2018
772,"CM018_1","CM018",90.73,23.41,"Chandpur","Matlab",6.76,0.46,1990,2019
773,"SY019_1","SY019",91.72,24.38,"Maulvibazar","Sreemangal",13.47,0.31,1987,2015
774,"PA012_1","PA012",89.76,24.23,"Sirajganj","Chauhali",12.74,0.45,1990,2018
775,"JE035_0","JE035",89.39,23.29,"Magura","Shalikha",7.5,0.46,1977,2005
776,"DH084_2","DH084",90.54,23.51,"Munshiganj","Munshiganj Sadar",7,0.31,1990,2018
777,"BO019_1","BO019",89.36,24.79,"Bogra","Bogra Sadar",19,0.35,1990,2018
778,"JE049_0","JE049",89.1,23.36,"Jhenaidah","Kaliganj",10.47,0.46,1978,2006
779,"SY048_0","SY048",92.2,24.75,"Maulvibazar","Barlekha",13.87,0.38,1965,1993
780,"MY089_1","MY089",90.6,24.4,"Mymensingh","Gaffargaon",9.39,0.46,1989,2018
781,"JA003_1","JA003",89.98,24.85,"Jamalpur","Jamalpur Sadar",19,0.46,1990,2018
782,"DH069_1","DH069",90.22,23.91,"Dhaka","Dhamrai",13,0.8,1990,2018
783,"KTS019_1","KTS019",88.62,23.72,"Meherpur","Meherpur Sadar",15.87,0.3,1984,2012
784,"KT053_1","KT053",88.83,24.1,"Kushtia","Daulatpur",17.14,0.61,1990,2018
785,"JES13_1","JES13",89.16,23.33,"Jhenaidah","Kaliganj",10.04,0.46,1984,2012
786,"CM057_1","CM057",90.78,23.39,"Chandpur","Matlab",6.98,0.61,1990,2018
787,"JES17_1","JES17",89.45,23.24,"Narail","Narailsadar",4.82,0.48,1984,2012
788,"JES14_1","JES14",89.48,23,"Jessore","Abhaynagar",4.87,0.46,1984,2012
789,"DH080_1","DH080",90.56,23.86,"Narayanganj","Rupganj",7.53,0.61,1979,2007
790,"DH114_1","DH114",90.68,23.99,"Narsingdi","Shibpur",7.82,0.61,1979,2007
791,"KT007_1_1","KT007",88.68,23.82,"Meherpur","Meherpur Sadar",15.92,0.4,1982,2010
792,"KT014_1","KT014",88.94,23.97,"Kushtia","Daulatpur",16.92,0.46,1989,2017
793,"MY035_2","MY035",90.87,24.81,"Netrakona","Atpara",10.84,0.46,1976,2004
794,"SY041_1_1","SY041",92.02,24.51,"Maulvibazar","Kulaura",15.46,0.46,1986,2014
795,"KTS005_1_1","KTS005",89.02,23.93,"Kushtia","Mirpur",12.13,0.46,1984,2012
796,"CT041","CT041",91.46,22.45,"Chittagong","Sandwip",3.9,0.35,1979,2007
797,"DH003_2","DH003",90.52,23.59,"Narayanganj","Narayanganj Sadar",6.63,0.4,1991,2019
798,"DH057_1","DH057",90.3,24.11,"Gazipur","Kaliakair",10,0.76,1989,2017
799,"RJ034_0","RJ034",88.77,24.34,"Rajshahi","Charghat",13.58,0.3,1965,1993
800,"KH008_2","KH008",89.25,22.75,"Satkhira","Tala",3.61,0.46,1991,2018
801,"SY016_0","SY016",91.74,24.23,"Maulvibazar","Sreemangal",11.49,0.41,1965,1993
802,"SY094_2","SY094",91.3,24.54,"Habiganj","Ajmiriganj",8.13,0.46,1991,2019
803,"SY029_0","SY029",91.85,24.28,"Maulvibazar","Kamalganj",16.6,0.46,1966,1993
804,"MY016_1","MY016",91.02,24.07,"Kishoreganj","Bhairab",7.77,0.46,1991,2018
805,"DH076_1","DH076",90.68,23.88,"Narsingdi","Narsingdi Sadar",7.01,0.46,1990,2018
806,"CH006_2","CH006",91.98,22.63,"Rangamati","Kawkhali (Betbunia)",21.43,0.61,1991,2018
807,"JE017_1","JE017",89.47,23.51,"Magura","Magura Sadar",8.65,0.45,1991,2018
808,"DH079_1","DH079",90.53,24.27,"Gazipur","Sreepur",15.84,0.61,1991,2019
809,"RJ006_0","RJ006",88.57,25.1,"Naogaon","Sapahar",32.15,0.38,1965,1992
810,"TA012","TA012",90.03,24.17,"Tangail","Mirzapur",11,0.51,1991,2019
811,"BO026_1","BO026",89.57,24.94,"Bogra","Sariakandi",17.6,0.45,1991,2018
812,"RJ001_1","RJ001",88.51,25.13,"Naogaon","Sapahar",24.75,0.3,1991,2018
813,"DI014_0","DI014",88.43,26.11,"Thakurgaon","Thakurgaon Sadar",57.98,0.38,1965,1992
814,"RA-10_0","RA-10",89.03,26.13,"Nilphamari","Dimla",49.3,0.61,1966,1993
815,"SY040_0","SY040",92.14,24.55,"Maulvibazar","Kulaura",20,0.24,1965,1992
816,"KT029_1","KT029",88.85,23.59,"Chuadanga","Chuadanga Sadar",12.8,0.06,1991,2018
817,"CT002_1","CT002",92.01,21.51,"Cox'Sbazar","Cox'S Bazar Sadar",8.5,0.76,1986,2013
818,"RJ019_1_0","RJ019",88.45,24.87,"Nawabganj","Gomastapur",28.58,0.3,1965,1992
819,"MY006_1","MY006",90.59,25,"Netrakona","Purbadhala",12.11,0.46,1991,2019
820,"DH119_1","DH119",90.62,24.13,"Gazipur","Kapasia",16,0.61,1991,2018
821,"DH090_2_1","DH090",90.05,23.78,"Manikganj","Manikganj Sadar",8.5,0.53,1990,2017
822,"DI040_2_1","DI040",88.69,25.65,"Dinajpur","Dinajpur Sadar",41.34,0.52,1991,2018
823,"MY087_1","MY087",90.25,24.78,"Mymensingh","Muktagachha",20,0.61,1991,2018
824,"CT029","CT029",91.7,22.58,"Chittagong","Sitakunda",6.69,0.86,1977,2004
825,"DI020_0","DI020",88.65,26.04,"Dinajpur","Birganj",55.48,0.47,1965,1992
826,"RJ004_2","RJ004",88.56,25.15,"Naogaon","Sapahar",23.11,0.3,1991,2018
827,"RA-79_1","RA-79",88.87,26.17,"Nilphamari","Domar",56.8,0.38,1990,2017
828,"BA013_2_1","BA013",90.26,22.92,"Barisal","Gaurnadi",3.56,0.56,1992,2019
829,"MY079_1","MY079",90.47,24.85,"Mymensingh","Phulpur",12.17,0.96,1992,2019
830,"BA006_1","BA006",90.45,22.61,"Barisal","Bakerganj",2.29,0.26,1975,2002
831,"RJ033_0","RJ033",89.19,24.39,"Natore","Gurudaspur",14.5,0.3,1965,1992
832,"DI008_1","DI008",88.57,26.26,"Panchagarh","Boda",71.7,0.44,1991,2018
833,"TA032_1","TA032",90.07,24.43,"Tangail","Ghatail",27,0.61,1992,2019
834,"RA-20_0","RA-20",88.84,25.99,"Nilphamari","Nilphamari Sadar",49.41,0.79,1966,1993
835,"RJ040_0","RJ040",88.54,24.62,"Rajshahi","Tanore",33.74,0.45,1966,1993
836,"SY044_1","SY044",92.23,24.65,"Maulvibazar","Barlekha",20,0.32,1987,2014
837,"RJ051_0","RJ051",88.62,25.16,"Naogaon","Patnitala",22.95,0.3,1966,1993
838,"RJ046_0","RJ046",88.39,24.8,"Nawabganj","Nachole",33.94,0.3,1966,1993
839,"BA028_2","BA028",90.75,22.2,"Bhola","Charfasson",4.62,0.46,1988,2015
840,"RJ009_0","RJ009",88.6,24.99,"Naogaon","Porsha",22.92,0.46,1965,1992
841,"SY046_1","SY046",92.02,24.64,"Maulvibazar","Kulaura",14,0.38,1992,2018
842,"MY047_1","MY047",90.91,25.04,"Netrakona","Kalmakanda",9.1,0.46,1975,2001
843,"MY018_1","MY018",90.76,24.33,"Kishoreganj","Pakundia",10.62,0.46,1992,2019
844,"NA004_2","NA004",91.2,23.02,"Noakhali","Senbagh",6.6,0.46,1992,2019
845,"DI042_1","DI042",88.84,25.71,"Dinajpur","Chirirbandar",43.26,0.3,1992,2018
846,"TA039","TA039",89.89,24.29,"Tangail","Tangail Sadar",13.06,0.45,1989,2016
847,"KT041_1","KT041",88.94,24.12,"Kushtia","Bheramara",20,0.4,1992,2018
848,"DI055_2","DI055",88.79,25.61,"Dinajpur","Chirirbandar",34.31,0.37,1991,2018
849,"MY009_1","MY009",90.59,24.55,"Mymensingh","Nandail",10.61,0.96,1992,2019
850,"DI030_0","DI030",88.71,26.16,"Panchagarh","Debiganj",58.4,0.47,1966,1992
851,"NA008_1","NA008",90.89,23.12,"Lakshmipur","Ramganj",5.5,0.46,1992,2018
852,"DI031_0","DI031",88.69,26.06,"Panchagarh","Debiganj",54,1.05,1966,1992
853,"RJ142_1","RJ142",88.76,25.07,"Naogaon","Patnitala",17.01,0.4,1992,2018
854,"RJ088_1","RJ088",88.76,24.63,"Rajshahi","Baghmara",15,0.45,1992,2018
855,"RJ103_1","RJ103",88.51,24.37,"Rajshahi","Paba",19.27,0.78,1992,2018
856,"RJ081_1","RJ081",88.49,24.43,"Rajshahi","Godagari",22.43,0.45,1992,2018
857,"DI056_2","DI056",88.95,25.62,"Dinajpur","Parbatipur",35.35,0.4,1992,2018
858,"RJ068_1","RJ068",88.71,24.49,"Rajshahi","Durgapur",15.72,0.45,1992,2018
859,"BO034_1","BO034",89.12,25.12,"Joypurhat","Joypurhat Sadar",22.46,0.4,1991,2018
860,"RJ070_1_0","RJ070",88.88,24.38,"Rajshahi","Puthia",18.49,0.7,1966,1993
861,"PA033_1","PA033",89.33,23.96,"Pabna","Pabna Sadar",12.35,0.4,1992,2018
862,"PA025_1","PA025",89.53,24.37,"Sirajganj","Ullahpara",12.55,0.42,1992,2018
